"","name","year","F","M","greatermale"
"661","Abiel",2016,0,1057,TRUE
"662","Abiela",2016,20,0,FALSE
"663","Abiella",2011,16,0,FALSE
"664","Abiezer",2014,0,12,TRUE
"665","Abigael",2004,0,5,TRUE
"666","Abigael",2016,1617,0,FALSE
"667","Abigaelle",2016,120,0,FALSE
"668","Abigahil",2011,42,0,FALSE
"669","Abigai",2015,12,0,FALSE
"670","Abigail",2016,345728,621,FALSE
"671","Abigaile",2016,578,0,FALSE
"672","Abigailgrace",2015,18,0,FALSE
"673","Abigaille",2014,27,0,FALSE
"674","Abigailmarie",2014,11,0,FALSE
"675","Abigailrose",2014,6,0,FALSE
"676","Abigal",2016,751,0,FALSE
"677","Abigale",2016,5427,0,FALSE
"678","Abigayil",2010,21,0,FALSE
"679","Abigayl",2016,335,0,FALSE
"680","Abigayle",2004,0,5,TRUE
"681","Abigayle",2016,5810,0,FALSE
"682","Abigeal",2013,22,0,FALSE
"683","Abigel",2014,31,0,FALSE
"684","Abigial",2015,161,0,FALSE
"685","Abiha",2016,103,0,FALSE
"686","Abihail",2006,29,0,FALSE
"687","Abijah",2015,51,0,FALSE
"688","Abijah",2016,0,253,TRUE
"689","Abilene",2016,976,0,FALSE
"690","Abilgail",2004,28,0,FALSE
"691","Abilio",1994,0,5,TRUE
"692","Abilyn",2013,5,0,FALSE
"693","Abilynn",2014,6,0,FALSE
"694","Abimael",2016,0,1074,TRUE
"695","Abimbola",1995,80,0,FALSE
"696","Abimbola",2010,0,5,TRUE
"697","Abimelec",2016,0,51,TRUE
"698","Abin",2013,0,10,TRUE
"699","Abinadab",2003,0,5,TRUE
"700","Abinadi",2007,0,22,TRUE
"701","Abinav",2016,0,35,TRUE
"702","Abinaya",2015,53,0,FALSE
"703","Abiodun",1984,0,18,TRUE
"704","Abiola",2013,0,44,TRUE
"705","Abiola",2016,151,0,FALSE
"706","Abiona",2013,19,0,FALSE
"707","Abir",2016,97,286,TRUE
"708","Abira",2016,21,0,FALSE
"709","Abiram",2012,0,12,TRUE
"710","Abirami",2015,36,0,FALSE
"711","Abisag",2010,16,0,FALSE
"712","Abisai",2016,51,824,TRUE
"713","Abisaid",2016,0,5,TRUE
"714","Abish",2016,24,0,FALSE
"715","Abisha",2016,53,0,FALSE
"716","Abishai",2015,26,0,FALSE
"717","Abishai",2016,0,167,TRUE
"718","Abishek",2007,0,50,TRUE
"719","Abisola",2016,94,0,FALSE
"720","Abiud",2003,0,6,TRUE
"721","Abiyah",2014,0,5,TRUE
"722","Abiyah",2016,12,0,FALSE
"723","Abla",2010,11,0,FALSE
"724","Able",2016,0,873,TRUE
"725","Abnel",2009,0,6,TRUE
"726","Abner",2016,0,7440,TRUE
"727","Abney",1913,0,5,TRUE
"728","Abney",2010,10,0,FALSE
"729","Abony",2001,43,0,FALSE
"730","Abou",2016,0,69,TRUE
"731","Aboubacar",2016,0,306,TRUE
"732","Aboubakar",2015,0,36,TRUE
"733","Abra",2016,899,0,FALSE
"734","Abraam",2015,0,47,TRUE
"735","Abraar",2016,0,12,TRUE
"736","Abrah",2016,35,0,FALSE
"737","Abraham",2015,203,0,FALSE
"738","Abraham",2016,0,86304,TRUE
"739","Abrahan",2016,0,943,TRUE
"740","Abraheem",2016,0,22,TRUE
"741","Abrahem",2014,0,41,TRUE
"742","Abrahim",2016,0,557,TRUE
"743","Abrahm",2016,0,665,TRUE
"744","Abram",2016,0,15645,TRUE
"745","Abran",2016,0,1972,TRUE
"746","Abranda",1981,5,0,FALSE
"747","Abrar",2016,363,328,FALSE
"748","Abraxas",1971,5,0,FALSE
"749","Abraxas",2013,0,6,TRUE
"750","Abraya",2016,5,0,FALSE
"751","Abrea",2012,179,0,FALSE
"752","Abreana",2016,44,0,FALSE
"753","Abreanna",2014,256,0,FALSE
"754","Abree",2016,531,0,FALSE
"755","Abreia",1994,6,0,FALSE
"756","Abrem",2016,0,5,TRUE
"757","Abren",2014,0,11,TRUE
"758","Abreona",1995,6,0,FALSE
"759","Abreonna",2014,15,0,FALSE
"760","Abrey",2015,134,0,FALSE
"761","Abreya",1997,5,0,FALSE
"762","Abrham",2011,0,126,TRUE
"763","Abri",2016,185,0,FALSE
"764","Abria",2016,820,0,FALSE
"765","Abriah",2014,30,0,FALSE
"766","Abrial",2016,121,0,FALSE
"767","Abriam",1994,0,5,TRUE
"768","Abrian",1978,5,0,FALSE
"769","Abrian",2016,0,299,TRUE
"770","Abriana",2016,2344,0,FALSE
"771","Abrianna",2016,3901,0,FALSE
"772","Abriannah",2015,15,0,FALSE
"773","Abrianne",2011,15,0,FALSE
"774","Abrie",2016,254,0,FALSE
"775","Abriel",2016,602,358,FALSE
"776","Abriela",2016,51,0,FALSE
"777","Abriele",1997,5,0,FALSE
"778","Abriella",2016,1209,0,FALSE
"779","Abrielle",2016,3432,0,FALSE
"780","Abrien",2012,0,27,TRUE
"781","Abrienne",2016,21,0,FALSE
"782","Abrigail",2003,26,0,FALSE
"783","Abrihet",2014,5,0,FALSE
"784","Abril",2002,0,5,TRUE
"785","Abril",2016,7259,0,FALSE
"786","Abrille",1994,10,0,FALSE
"787","Abrina",2016,161,0,FALSE
"788","Abrion",2016,0,11,TRUE
"789","Abriona",2013,20,0,FALSE
"790","Abrionna",2013,54,0,FALSE
"791","Abrish",2016,43,0,FALSE
"792","Abriya",2013,29,0,FALSE
"793","Abriyah",2015,11,0,FALSE
"794","Abriyana",2008,6,0,FALSE
"795","Abrom",1926,0,6,TRUE
"796","Abron",2008,0,254,TRUE
"797","Abrum",2016,0,45,TRUE
"798","Abry",2016,13,0,FALSE
"799","Abryana",2016,177,0,FALSE
"800","Abryanna",2016,252,0,FALSE
"801","Abryella",2016,17,0,FALSE
"802","Abryelle",2013,32,0,FALSE
"803","Abryl",2010,14,0,FALSE
"804","Absalat",2016,21,0,FALSE
"805","Absalom",2015,0,149,TRUE
"806","Absalon",2008,0,33,TRUE
"807","Abshir",2016,0,61,TRUE
"808","Absidy",2012,17,0,FALSE
"809","Abtin",2012,0,6,TRUE
"810","Abu",2016,0,372,TRUE
"811","Abubacar",2011,0,14,TRUE
"812","Abubacarr",2015,0,20,TRUE
"813","Abubakar",2016,0,534,TRUE
"814","Abubakarr",2015,0,28,TRUE
"815","Abubakary",2008,0,10,TRUE
"816","Abubaker",2015,0,24,TRUE
"817","Abubakr",2016,0,320,TRUE
"818","Abuk",2015,41,0,FALSE
"819","Abukar",2014,0,28,TRUE
"820","Abundio",2001,0,203,TRUE
"821","Aby",2008,0,56,TRUE
"822","Aby",2016,202,0,FALSE
"823","Abyade",2006,10,0,FALSE
"824","Abyan",2011,28,0,FALSE
"825","Abyan",2016,0,106,TRUE
"826","Abygael",2016,43,0,FALSE
"827","Abygail",2016,2491,0,FALSE
"828","Abygaile",2009,13,0,FALSE
"829","Abygale",2016,332,0,FALSE
"830","Abygayle",2015,142,0,FALSE
"831","Abyssinia",2013,18,0,FALSE
"832","Ac",2014,0,119,TRUE
"833","Acacia",2016,3638,0,FALSE
"834","Acacius",2015,0,6,TRUE
"835","Acadia",2016,755,0,FALSE
"836","Acamas",2014,0,6,TRUE
"837","Acari",2013,0,19,TRUE
"838","Acasia",2014,120,0,FALSE
"839","Accacia",1997,26,0,FALSE
"840","Accalia",2015,76,0,FALSE
"841","Access",2007,0,6,TRUE
"842","Accie",1942,0,5,TRUE
"843","Accursio",1913,0,5,TRUE
"844","Ace",2016,23,8306,TRUE
"845","Acea",2012,5,0,FALSE
"846","Acea",2016,0,72,TRUE
"847","Acein",2012,0,5,TRUE
"848","Aceion",2016,0,5,TRUE
"849","Acel",1943,0,68,TRUE
"850","Acelee",2016,5,0,FALSE
"851","Acelin",2010,19,0,FALSE
"852","Acelin",2016,0,106,TRUE
"853","Acelino",2003,0,7,TRUE
"854","Acelyn",2016,368,11,FALSE
"855","Acelynn",2016,618,0,FALSE
"856","Acen",2016,0,297,TRUE
"857","Acencion",1946,0,27,TRUE
"858","Aceon",2016,0,27,TRUE
"859","Acer",2014,0,30,TRUE
"860","Aceson",2016,0,169,TRUE
"861","Aceston",2016,0,6,TRUE
"862","Acesyn",2016,0,23,TRUE
"863","Aceton",2016,0,57,TRUE
"864","Acey",2015,0,409,TRUE
"865","Acey",2016,22,0,FALSE
"866","Aceyn",2016,0,66,TRUE
"867","Achai",2007,0,6,TRUE
"868","Achaia",2010,62,0,FALSE
"869","Achaius",2015,0,5,TRUE
"870","Achan",2005,5,0,FALSE
"871","Achante",2002,35,0,FALSE
"872","Achanti",2002,5,0,FALSE
"873","Achary",1989,0,32,TRUE
"874","Achazia",2011,6,0,FALSE
"875","Achel",1988,39,0,FALSE
"876","Acheron",2016,0,49,TRUE
"877","Achille",2010,0,352,TRUE
"878","Achilles",2016,0,2084,TRUE
"879","Achilleus",2009,0,5,TRUE
"880","Achillies",2016,0,81,TRUE
"881","Achintya",2016,0,35,TRUE
"882","Achol",2016,55,0,FALSE
"883","Achraf",2013,0,10,TRUE
"884","Achsa",1897,12,0,FALSE
"885","Achsah",2015,75,0,FALSE
"886","Achyut",2016,0,58,TRUE
"887","Achyuth",2016,0,29,TRUE
"888","Acia",1993,6,0,FALSE
"889","Aciano",2010,0,5,TRUE
"890","Acie",2016,50,2031,TRUE
"891","Aciel",2013,0,7,TRUE
"892","Acil",1925,0,12,TRUE
"893","Acire",2015,71,0,FALSE
"894","Ackeem",1994,0,32,TRUE
"895","Ackley",2016,0,22,TRUE
"896","Acob",1983,0,5,TRUE
"897","Acquanetta",1986,254,0,FALSE
"898","Acquanette",1971,13,0,FALSE
"899","Acsa",2016,83,0,FALSE
"900","Acura",1999,26,0,FALSE
"901","Acxel",2016,0,210,TRUE
"902","Acy",2005,0,274,TRUE
"903","Acy",2009,5,0,FALSE
"904","Ad",1940,0,73,TRUE
"905","Ada",2010,0,277,TRUE
"906","Ada",2016,93464,0,FALSE
"907","Adabel",1981,26,0,FALSE
"908","Adabella",2016,140,0,FALSE
"909","Adabelle",2016,313,0,FALSE
"910","Adacia",1996,5,0,FALSE
"911","Adae",2009,0,5,TRUE
"912","Adael",2016,0,210,TRUE
"913","Adaela",2016,5,0,FALSE
"914","Adaelyn",2011,6,0,FALSE
"915","Adaeze",2016,396,0,FALSE
"916","Adagio",2016,0,14,TRUE
"917","Adah",2016,3236,0,FALSE
"918","Adahir",2015,0,56,TRUE
"919","Adahli",2012,23,0,FALSE
"920","Adahlia",2016,100,0,FALSE
"921","Adahy",2012,0,6,TRUE
"922","Adai",2013,17,0,FALSE
"923","Adaia",2016,91,0,FALSE
"924","Adaiah",2016,222,39,FALSE
"925","Adaija",2006,34,0,FALSE
"926","Adaijah",2015,82,0,FALSE
"927","Adailyn",2015,8,0,FALSE
"928","Adain",2016,0,305,TRUE
"929","Adair",2016,1231,1401,TRUE
"930","Adaira",2016,153,0,FALSE
"931","Adaire",2014,45,0,FALSE
"932","Adairis",2006,5,0,FALSE
"933","Adaisha",2008,119,0,FALSE
"934","Adaisia",2001,7,0,FALSE
"935","Adaja",2009,100,0,FALSE
"936","Adajah",2008,77,0,FALSE
"937","Adaku",1984,7,0,FALSE
"938","Adal",2016,0,321,TRUE
"939","Adala",1923,5,0,FALSE
"940","Adalade",2013,5,0,FALSE
"941","Adalae",2016,165,0,FALSE
"942","Adalai",2016,84,0,FALSE
"943","Adalaide",2016,216,0,FALSE
"944","Adalay",2016,123,0,FALSE
"945","Adalaya",2016,62,0,FALSE
"946","Adalayde",2010,7,0,FALSE
"947","Adalbert",1935,0,94,TRUE
"948","Adalberto",2016,0,4407,TRUE
"949","Adale",2015,10,0,FALSE
"950","Adalea",2016,56,0,FALSE
"951","Adaleah",2016,78,0,FALSE
"952","Adalee",2016,1828,0,FALSE
"953","Adaleen",2016,72,0,FALSE
"954","Adaleena",2016,68,0,FALSE
"955","Adalei",2016,122,0,FALSE
"956","Adaleia",2016,11,0,FALSE
"957","Adaleigh",2016,816,0,FALSE
"958","Adaleine",2016,12,0,FALSE
"959","Adalen",2016,39,0,FALSE
"960","Adalena",2016,339,0,FALSE
"961","Adalene",2016,533,0,FALSE
"962","Adaley",2016,177,0,FALSE
"963","Adaleya",2016,17,0,FALSE
"964","Adaleyza",2016,23,0,FALSE
"965","Adalhi",1995,5,0,FALSE
"966","Adali",2009,0,24,TRUE
"967","Adali",2016,408,0,FALSE
"968","Adalia",2016,1554,0,FALSE
"969","Adaliah",2016,113,0,FALSE
"970","Adalicia",2015,22,0,FALSE
"971","Adalid",2010,11,99,TRUE
"972","Adalida",2016,77,0,FALSE
"973","Adalie",2016,1194,0,FALSE
"974","Adaliene",2014,12,0,FALSE
"975","Adalin",2016,283,0,FALSE
"976","Adalina",2016,1009,0,FALSE
"977","Adalind",2016,298,0,FALSE
"978","Adalinda",2006,10,0,FALSE
"979","Adaline",2016,6478,0,FALSE
"980","Adalinn",2016,35,0,FALSE
"981","Adalinne",2015,5,0,FALSE
"982","Adalis",2016,183,0,FALSE
"983","Adalisa",1991,6,0,FALSE
"984","Adalise",2016,49,0,FALSE
"985","Adalisse",2012,5,0,FALSE
"986","Adalius",2008,0,9,TRUE
"987","Adaliyah",2016,20,0,FALSE
"988","Adaliz",2016,275,0,FALSE
"989","Adalize",2013,6,0,FALSE
"990","Adallyn",2016,29,0,FALSE
"991","Adaly",2016,503,0,FALSE
"992","Adalya",2012,10,0,FALSE
"993","Adalye",2014,10,0,FALSE
"994","Adalyn",2016,15367,0,FALSE
"995","Adalyna",2016,67,0,FALSE
"996","Adalynd",2016,45,0,FALSE
"997","Adalyne",2016,411,0,FALSE
"998","Adalynn",2016,13856,0,FALSE
"999","Adalynne",2016,617,0,FALSE
"1000","Adalys",2014,30,0,FALSE
"1001","Adalyse",2015,6,0,FALSE
"1002","Adam",2016,2024,544822,TRUE
"1003","Adama",2016,466,316,FALSE
"1004","Adamae",2016,103,0,FALSE
"1005","Adamari",2016,1774,0,FALSE
"1006","Adamarie",2016,132,0,FALSE
"1007","Adamaris",2016,2841,0,FALSE
"1008","Adamariz",2016,217,0,FALSE
"1009","Adamary",2016,608,0,FALSE
"1010","Adamarys",2015,206,0,FALSE
"1011","Adamina",2014,20,0,FALSE
"1012","Adamjames",2016,0,5,TRUE
"1013","Adamm",1985,0,6,TRUE
"1014","Adamma",1977,5,0,FALSE
"1015","Adammichael",1990,0,6,TRUE
"1016","Adamo",2000,0,11,TRUE
"1017","Adams",2016,0,1015,TRUE
"1018","Adan",2016,103,25482,TRUE
"1019","Adana",2016,202,0,FALSE
"1020","Adaneli",2010,11,0,FALSE
"1021","Adanelly",2012,28,0,FALSE
"1022","Adanely",2012,88,0,FALSE
"1023","Adanna",2016,481,0,FALSE
"1024","Adannaya",2016,20,0,FALSE
"1025","Adante",2013,0,165,TRUE
"1026","Adanya",2016,159,0,FALSE
"1027","Adaobi",2015,41,0,FALSE
"1028","Adaora",2016,182,0,FALSE
"1029","Adar",2016,34,61,TRUE
"1030","Adara",2016,1683,0,FALSE
"1031","Adarah",2012,26,0,FALSE
"1032","Adari",2004,0,5,TRUE
"1033","Adaria",2015,105,0,FALSE
"1034","Adarian",2016,0,211,TRUE
"1035","Adarien",2015,0,20,TRUE
"1036","Adarion",2013,0,38,TRUE
"1037","Adarious",2015,0,29,TRUE
"1038","Adarius",2016,0,1190,TRUE
"1039","Adarrion",2016,0,5,TRUE
"1040","Adarrius",2012,0,97,TRUE
"1041","Adarryl",1984,0,58,TRUE
"1042","Adarryll",1973,0,29,TRUE
"1043","Adarsh",2016,0,526,TRUE
"1044","Adaryl",1979,0,10,TRUE
"1045","Adaryll",1979,0,43,TRUE
"1046","Adasha",2015,94,0,FALSE
"1047","Adashia",2003,20,0,FALSE
"1048","Adasia",2013,229,0,FALSE
"1049","Adason",2007,0,5,TRUE
"1050","Adason",2010,5,0,FALSE
"1051","Adassa",2016,29,0,FALSE
"1052","Adasyn",2016,171,0,FALSE
"1053","Adasynn",2008,5,0,FALSE
"1054","Adau",2016,6,0,FALSE
"1055","Adaugo",2015,50,0,FALSE
"1056","Adaure",2015,5,0,FALSE
"1057","Adavia",2010,5,0,FALSE
"1058","Adavion",2011,0,16,TRUE
"1059","Adaya",2016,645,0,FALSE
"1060","Adayah",2016,148,0,FALSE
"1061","Adayla",2016,35,0,FALSE
"1062","Adaysha",2007,61,0,FALSE
"1063","Adayshia",2000,19,0,FALSE
"1064","Adaysia",2005,22,0,FALSE
"1065","Adbeel",2008,0,5,TRUE
"1066","Adbiel",2014,0,16,TRUE
"1067","Add",1945,0,102,TRUE
"1068","Adda",2015,937,0,FALSE
"1069","Addah",1915,5,0,FALSE
"1070","Addai",2016,0,22,TRUE
"1071","Addalee",2016,149,0,FALSE
"1072","Addaleigh",2016,67,0,FALSE
"1073","Addaley",2015,34,0,FALSE
"1074","Addalie",2016,100,0,FALSE
"1075","Addalin",2016,14,0,FALSE
"1076","Addalina",2008,5,0,FALSE
"1077","Addaline",2016,115,0,FALSE
"1078","Addallee",2016,5,0,FALSE
"1079","Addaly",2016,5,0,FALSE
"1080","Addalyn",2016,1655,0,FALSE
"1081","Addalyne",2016,58,0,FALSE
"1082","Addalynn",2016,1088,0,FALSE
"1083","Addalynne",2016,75,0,FALSE
"1084","Addam",2016,0,720,TRUE
"1085","Addan",2008,0,21,TRUE
"1086","Addasyn",2016,112,0,FALSE
"1087","Addelaide",2016,5,0,FALSE
"1088","Addelin",2013,22,0,FALSE
"1089","Addelina",2016,18,0,FALSE
"1090","Addeline",2016,295,0,FALSE
"1091","Addell",1922,16,0,FALSE
"1092","Addelyn",2016,1540,0,FALSE
"1093","Addelyne",2016,12,0,FALSE
"1094","Addelynn",2016,495,0,FALSE
"1095","Addelynne",2015,32,0,FALSE
"1096","Adden",2016,0,108,TRUE
"1097","Adderly",1990,0,11,TRUE
"1098","Addeson",2008,10,0,FALSE
"1099","Addesyn",2011,18,0,FALSE
"1100","Addey",2005,11,0,FALSE
"1101","Addi",2016,341,0,FALSE
"1102","Addia",1921,6,0,FALSE
"1103","Addicus",2016,0,25,TRUE
"1104","Addicyn",2013,33,0,FALSE
"1105","Addie",1996,0,718,TRUE
"1106","Addie",2016,43698,0,FALSE
"1107","Addiel",2016,0,69,TRUE
"1108","Addielynn",2016,23,0,FALSE
"1109","Addiemae",1915,5,0,FALSE
"1110","Addieson",2009,5,0,FALSE
"1111","Addilee",2016,142,0,FALSE
"1112","Addileigh",2016,32,0,FALSE
"1113","Addiley",2016,30,0,FALSE
"1114","Addiline",2016,18,0,FALSE
"1115","Addilyn",2016,4605,5,FALSE
"1116","Addilyne",2016,46,0,FALSE
"1117","Addilynn",2016,2044,0,FALSE
"1118","Addilynne",2016,78,0,FALSE
"1119","Addine",1922,22,0,FALSE
"1120","Addington",2010,5,0,FALSE
"1121","Addington",2015,0,8,TRUE
"1122","Addis",2016,152,381,TRUE
"1123","Addisan",2009,16,0,FALSE
"1124","Addisen",2005,0,6,TRUE
"1125","Addisen",2016,1075,0,FALSE
"1126","Addisin",2015,30,0,FALSE
"1127","Addison",2016,110535,12623,FALSE
"1128","Addisson",2014,91,0,FALSE
"1129","Addiston",2010,5,0,FALSE
"1130","Addisun",2016,16,0,FALSE
"1131","Addisyn",2016,7672,0,FALSE
"1132","Addisynn",2016,159,0,FALSE
"1133","Addix",2014,0,5,TRUE
"1134","Addle",1918,5,0,FALSE
"1135","Addlee",2015,12,0,FALSE
"1136","Addley",2016,129,0,FALSE
"1137","Addlie",2012,6,0,FALSE
"1138","Addlyn",2016,15,0,FALSE
"1139","Addlynn",2016,15,0,FALSE
"1140","Addonis",1999,0,5,TRUE
"1141","Addriana",2003,5,0,FALSE
"1142","Addrianna",2005,16,0,FALSE
"1143","Addrienne",1987,15,0,FALSE
"1144","Addsion",2008,5,0,FALSE
"1145","Addy",2015,0,22,TRUE
"1146","Addy",2016,1117,0,FALSE
"1147","Addylan",2016,10,0,FALSE
"1148","Addylen",2013,6,0,FALSE
"1149","Addylin",2016,68,0,FALSE
"1150","Addyline",2016,17,0,FALSE
"1151","Addylyn",2016,35,0,FALSE
"1152","Addylynn",2016,53,0,FALSE
"1153","Addysan",2012,47,0,FALSE
"1154","Addysen",2016,1005,0,FALSE
"1155","Addysin",2016,112,0,FALSE
"1156","Addysn",2010,6,0,FALSE
"1157","Addyson",2011,0,33,TRUE
"1158","Addyson",2016,14093,0,FALSE
"1159","Addysun",2010,13,0,FALSE
"1160","Addysyn",2016,113,0,FALSE
"1161","Ade",2016,11,269,TRUE
"1162","Adea",2016,100,0,FALSE
"1163","Adean",1952,93,0,FALSE
"1164","Adean",2012,0,23,TRUE
"1165","Adeana",2010,187,0,FALSE
"1166","Adeanna",1979,5,0,FALSE
"1167","Adebayo",2016,0,118,TRUE
"1168","Adebisi",1997,10,0,FALSE
"1169","Adebola",1990,0,10,TRUE
"1170","Adebola",2016,40,0,FALSE
"1171","Adebowale",1994,0,19,TRUE
"1172","Adecyn",2015,10,0,FALSE
"1173","Adedamola",2016,0,117,TRUE
"1174","Adedayo",2016,0,50,TRUE
"1175","Adedeji",2015,0,48,TRUE
"1176","Adedotun",2008,0,5,TRUE
"1177","Adedoyin",2006,12,0,FALSE
"1178","Adedoyin",2016,0,5,TRUE
"1179","Adee",2006,6,0,FALSE
"1180","Adeeb",2016,0,229,TRUE
"1181","Adeeba",2015,21,0,FALSE
"1182","Adeel",2016,0,300,TRUE
"1183","Adeem",1992,0,5,TRUE
"1184","Adeen",2011,0,5,TRUE
"1185","Adeena",2016,350,0,FALSE
"1186","Adefolarin",2016,0,7,TRUE
"1187","Adein",2015,0,42,TRUE
"1188","Adeja",2011,123,0,FALSE
"1189","Adejah",2010,30,0,FALSE
"1190","Adekemi",1997,5,0,FALSE
"1191","Adekunle",2004,0,61,TRUE
"1192","Adel",2016,1300,1193,FALSE
"1193","Adela",2016,12270,0,FALSE
"1194","Adelade",2015,47,0,FALSE
"1195","Adelae",2016,148,0,FALSE
"1196","Adelah",2014,5,0,FALSE
"1197","Adelai",2016,167,0,FALSE
"1198","Adelaid",1921,5,0,FALSE
"1199","Adelaida",2016,2618,0,FALSE
"1200","Adelaide",2016,24849,0,FALSE
"1201","Adelaido",2006,0,221,TRUE
"1202","Adelaina",2013,11,0,FALSE
"1203","Adelaine",2016,342,0,FALSE
"1204","Adelais",2015,16,0,FALSE
"1205","Adelane",2010,5,0,FALSE
"1206","Adelard",1947,0,488,TRUE
"1207","Adelay",2016,37,0,FALSE
"1208","Adelaya",2016,10,0,FALSE
"1209","Adelayda",2016,25,0,FALSE
"1210","Adelayde",2016,51,0,FALSE
"1211","Adelayne",2010,6,0,FALSE
"1212","Adelbert",1995,0,2373,TRUE
"1213","Adele",1918,0,11,TRUE
"1214","Adele",2016,39255,0,FALSE
"1215","Adelea",2016,6,0,FALSE
"1216","Adelean",1915,5,0,FALSE
"1217","Adelee",2016,73,0,FALSE
"1218","Adeleen",2015,5,0,FALSE
"1219","Adelei",2016,93,0,FALSE
"1220","Adeleigh",2016,111,0,FALSE
"1221","Adeleine",2016,237,0,FALSE
"1222","Adeleke",2000,0,5,TRUE
"1223","Adelen",2015,7,0,FALSE
"1224","Adelena",2016,230,0,FALSE
"1225","Adelene",2016,1099,0,FALSE
"1226","Adeley",2016,20,0,FALSE
"1227","Adelfa",1974,345,0,FALSE
"1228","Adelfina",1945,6,0,FALSE
"1229","Adelfo",2009,0,63,TRUE
"1230","Adelheid",2016,108,0,FALSE
"1231","Adeli",2015,57,0,FALSE
"1232","Adelia",2016,4927,0,FALSE
"1233","Adeliah",2015,14,0,FALSE
"1234","Adelice",2012,5,0,FALSE
"1235","Adelicia",2013,49,0,FALSE
"1236","Adelie",2016,418,0,FALSE
"1237","Adelilah",2015,5,0,FALSE
"1238","Adelin",2016,380,0,FALSE
"1239","Adelina",2016,10226,0,FALSE
"1240","Adelinah",2014,11,0,FALSE
"1241","Adelind",2016,41,0,FALSE
"1242","Adeline",2016,51258,26,FALSE
"1243","Adelinn",2015,19,0,FALSE
"1244","Adelinne",2016,25,0,FALSE
"1245","Adelino",2016,0,58,TRUE
"1246","Adelis",2016,67,0,FALSE
"1247","Adelisa",2016,149,0,FALSE
"1248","Adelise",2016,154,0,FALSE
"1249","Adelita",2016,1659,0,FALSE
"1250","Adeliz",2016,83,0,FALSE
"1251","Adell",1998,0,1049,TRUE
"1252","Adell",2016,6151,0,FALSE
"1253","Adella",2016,5371,0,FALSE
"1254","Adelle",2016,5083,0,FALSE
"1255","Adellia",2008,5,0,FALSE
"1256","Adelline",2015,8,0,FALSE
"1257","Adellyn",2016,63,0,FALSE
"1258","Adellynn",2012,6,0,FALSE
"1259","Adelma",1934,113,0,FALSE
"1260","Adelmira",1956,26,0,FALSE
"1261","Adelmo",1940,0,13,TRUE
"1262","Adelore",1915,0,5,TRUE
"1263","Adelphia",1925,11,0,FALSE
"1264","Adely",2016,123,0,FALSE
"1265","Adelya",2014,5,0,FALSE
"1266","Adelyn",2014,0,6,TRUE
"1267","Adelyn",2016,12977,0,FALSE
"1268","Adelyna",2016,86,0,FALSE
"1269","Adelyne",2016,649,0,FALSE
"1270","Adelynn",2016,7046,0,FALSE
"1271","Adelynne",2016,506,0,FALSE
"1272","Adelys",2011,5,0,FALSE
"1273","Adem",2016,0,866,TRUE
"1274","Ademar",2014,0,6,TRUE
"1275","Ademide",2014,5,0,FALSE
"1276","Ademide",2016,0,40,TRUE
"1277","Ademir",2013,0,23,TRUE
"1278","Ademola",2016,0,131,TRUE
"1279","Aden",2016,548,18346,TRUE
"1280","Adena",2016,1658,0,FALSE
"1281","Adene",1955,44,0,FALSE
"1282","Adenike",2013,220,0,FALSE
"1283","Adeniyi",2010,0,20,TRUE
"1284","Adenn",2012,0,12,TRUE
"1285","Adeola",2016,345,31,FALSE
"1286","Adeolu",2015,0,18,TRUE
"1287","Adeoluwa",2016,0,54,TRUE
"1288","Adeon",2006,0,6,TRUE
"1289","Ader",1935,233,0,FALSE
"1290","Adera",2015,10,0,FALSE
"1291","Aderemi",2012,0,6,TRUE
"1292","Aderinsola",2016,30,0,FALSE
"1293","Adero",1981,5,0,FALSE
"1294","Aderonke",1990,23,0,FALSE
"1295","Aderyn",2014,34,0,FALSE
"1296","Adesewa",2016,12,0,FALSE
"1297","Adesh",2013,0,23,TRUE
"1298","Adesha",1991,5,0,FALSE
"1299","Adesina",1979,5,0,FALSE
"1300","Adesire",2015,5,0,FALSE
"1301","Adesola",2016,21,0,FALSE
"1302","Adessa",2016,349,0,FALSE
"1303","Adesuwa",2016,109,0,FALSE
"1304","Adetayo",2003,0,12,TRUE
"1305","Adetokunbo",1981,5,0,FALSE
"1306","Adetokunbo",2016,0,90,TRUE
"1307","Adetola",1989,0,5,TRUE
"1308","Adeva",1992,5,0,FALSE
"1309","Adewale",2016,0,150,TRUE
"1310","Adey",2015,7,0,FALSE
"1311","Adeyemi",2016,0,109,TRUE
"1312","Adeyinka",1979,0,5,TRUE
"1313","Adeyinka",1982,5,0,FALSE
"1314","Adger",1958,0,92,TRUE
"1315","Adgie",1923,7,0,FALSE
"1316","Adgie",1933,0,5,TRUE
"1317","Adham",2016,0,693,TRUE
"1318","Adhara",2016,34,0,FALSE
"1319","Adharsh",2011,0,16,TRUE
"1320","Adharv",2016,0,9,TRUE
"1321","Adhav",2016,0,35,TRUE
"1322","Adheesh",2010,0,5,TRUE
"1323","Adhem",2012,0,11,TRUE
"1324","Adhemar",2001,0,36,TRUE
"1325","Adhira",2016,89,0,FALSE
"1326","Adhiraj",2016,0,18,TRUE
"1327","Adhithi",2016,37,0,FALSE
"1328","Adhithya",2011,0,6,TRUE
"1329","Adhitya",2008,0,12,TRUE
"1330","Adhley",1988,7,0,FALSE
"1331","Adhrit",2016,0,198,TRUE
